obdobie,md,stredisko,funkcia,ppv,mzda,fond,hodiny,vyplata,uvazok
44105,RD,22,Farmaceut,PZ,1319,176,0,0,1
44105,,22,Laborant,PZ,928,176,144,787.81,1
44105,,22,Laborant,PZ,928,176,168,723.2,1
44105,,22,Laborant,PZ,928,176,160,728.09,1
44105,,22,Laborant,PZ,928,176,128,744.7,1
44105,,22,SANITÁR,PZ,696,176,140,470.82,1
44105,,22,THP,PZ,700,176,0,0,1
44105,,22,Zodpovedný farmaceut,PZ,2100,176,162,1789.44,1
44105,,25,Farmaceut,PZ,1050,176,184,1083.39,1
44105,RD,25,Farmaceut,PZ,980,176,0,0,1
44105,,25,Farmaceut,PZ,1050,176,136,1146.14,1
44105,RD,25,Farmaceut,PZ,1050,176,0,0,1
44105,,25,Farmaceut,PZ,1050,176,168,1116.39,1
44105,,25,Farmaceut,PZ,1060,176,152,1202.33,1
44105,,25,Laborant,PZ,938,176,168,908.34,1
44105,,25,Laborant,PZ,938,176,160,945.23,1
44105,MD,25,Laborant,PZ,938,176,0,0,1
44105,,25,Laborant,PZ,928,176,168,948.29,1
44105,,25,SANITÁR,PZ,696,176,88,482.97,1
44105,,25,Zodpovedný farmaceut,PZ,2040,176,152,2285.22,1
44105,,26,Farmaceut,PZ,1100,176,168,1107.3,1
44105,,26,Farmaceut,PZ,1230,176,160,1212.85,1
44105,,26,Laborant,PZ,940,176,168,874.69,1
44105,,26,Laborant,PZ,950,176,166,806.3,1
44105,,26,Laborant,PZ,940,176,160,823.67,1
44105,,26,SANITÁR,PZ,696,176,168,586.73,1
44105,,26,Zodpovedný farmaceut,PZ,2080,176,149,2113.57,1
44105,,27,Farmaceut,PZ,1250,176,185,1385.82,1
44105,,27,Farmaceut,PZ,325,44,44,348.98,0.25
44105,,27,Farmaceut,PZ,1250,176,176,1073.84,1
44105,MD,27,Farmaceut,PZ,1250,176,0,0,1
44105,,27,Farmaceut,PZ,1250,176,176,1371.46,1
44105,RD,27,Laborant,PZ,768,176,0,0,1
44105,,27,Laborant,PZ,928,176,120,928.38,1
44105,,27,Laborant,PZ,950,176,152,911.94,1
44105,,27,Laborant,PZ,928,176,104,1218.45,1
44105,,27,SANITÁR,PZ,696,176,160,601.46,1
44105,,27,Zodpovedný farmaceut,PZ,250,22,22,199.22,0.13
44105,MD,27,Zodpovedný farmaceut,PZ,1850,176,0,0,1
44105,,29,Farmaceut,PZ,1300,176,152,1114.12,1
44105,RD,29,Farmaceut,PZ,1250,176,0,0,1
44105,,29,Farmaceut,PZ,1300,176,148,1558.48,1
44105,,29,Farmaceut,PZ,1250,176,152,1312.92,1
44105,,29,Farmaceut,PZ,1300,176,176,1399.15,1
44105,RD,29,Farmaceut,PZ,392,66,0,0,0.38
44105,,29,Farmaceut,PZ,1300,176,152,1336.81,1
44105,,29,Laborant,PZ,928,176,136,958.94,1
44105,,29,Laborant,PZ,928,176,160,910.51,1
44105,,29,Laborant,PZ,928,176,176,931.33,1
44105,RD,29,Laborant,PZ,928,176,0,0,1
44105,,29,Laborant,PZ,928,176,168,957.22,1
44105,,29,Laborant,PZ,928,176,136,1034.26,1
44105,,29,SANITÁR,PZ,696,176,152,613.81,1
44105,,29,Zodpovedný farmaceut,PZ,2020,176,176,2021.58,1
44105,RD,29,Zodpovedný farmaceut,PZ,2000,176,0,0,1
44105,,30,Dohoda,dohoda,,,0,0,0.25
44105,,30,Dohoda,dohoda,,,0,0,0.25
44105,,30,Farmaceut,PZ,1570,176,161,1462.38,1
44105,,30,Farmaceut,PZ,1300,176,165,1124.97,1
44105,RD,30,Farmaceut,PZ,1300,176,0,0,1
44105,,30,Laborant,PZ,930,176,138,1101.15,1
44105,,30,Laborant,PZ,930,176,129,1004.77,1
44105,,30,SANITÁR,PZ,348,88,84,347.02,0.5
44105,,30,Zodpovedný farmaceut,PZ,1900,176,168,1826.6,1
44105,,31,Dohoda,dohoda,,,0,173.2,0.25
44105,,31,Farmaceut,PZ,1260,176,80,815.64,1
44105,,31,Farmaceut,PZ,1270,176,168,1535.84,1
44105,,31,Laborant,PZ,928,176,162,1110.77,1
44105,,31,Laborant,PZ,928,176,176,1018.59,1
44105,,31,Laborant,PZ,928,176,156,898.74,1
44105,,31,SANITÁR,PZ,696,176,172,606.66,1
44105,,31,Zodpovedný farmaceut,PZ,1820,176,148,2038.69,1
44105,,32,Farmaceut,PZ,1380,176,168,1231.36,1
44105,,32,Laborant,PZ,928,176,0,0,1
44105,,32,Laborant,PZ,928,176,144,788.57,1
44105,,32,Laborant,PZ,696,132,126,508.11,0.75
44105,,32,SANITÁR,PZ,696,176,144,776.46,1
44105,,32,Zodpovedný farmaceut,PZ,1850,176,144,1843.39,1
44105,RD,33,Farmaceut,PZ,1250,176,0,0,1
44105,,33,Farmaceut,PZ,1300,176,120,1223.69,1
44105,,33,Farmaceut,PZ,1300,176,160,1287.45,1
44105,,33,Farmaceut,PZ,1300,176,144,1485.31,1
44105,,33,Laborant,PZ,928,176,152,1076.07,1
44105,,33,Laborant,PZ,928,176,152,1003.98,1
44105,,33,Laborant,PZ,928,176,128,1146.16,1
44105,MD,33,Laborant,PZ,928,176,0,0,1
44105,,33,SANITÁR,PZ,435,110,110,422.82,0.63
44105,,33,SANITÁR,PZ,696,176,120,419.61,1
44105,,33,Zodpovedný farmaceut,PZ,1910,176,144,1813.24,1
44105,,34,Dohoda,dohoda,,,0,487.98,0.5
44105,,34,Farmaceut,PZ,1450,176,80,1318.6,1
44105,,34,Farmaceut,PZ,1303,176,152,1206.51,1
44105,,34,Farmaceut,PZ,1200,176,0,0,1
44105,,34,Laborant,PZ,978,176,160,1048.06,1
44105,,34,Laborant,PZ,978,176,176,971.12,1
44105,RD,34,Laborant,PZ,882,176,0,0,1
44105,MD,34,Laborant,PZ,768,176,0,0,1
44105,RD,34,Laborant,PZ,700,176,0,0,1
44105,RD,34,Laborant,PZ,928,176,0,0,1
44105,,34,Laborant,PZ,948,176,160,886.5,1
44105,,34,SANITÁR,PZ,696,176,173,606.46,1
44105,,34,Zodpovedný farmaceut,PZ,1750,176,168,1924.73,1
44105,,35,Dohoda,dohoda,,,0,217.73,0.25
44105,,35,Farmaceut,PZ,1400,176,160,1408.3,1
44105,,35,Laborant,PZ,970,176,176,856.12,1
44105,,35,SANITÁR,PZ,696,176,176,574.87,1
44105,,35,Zodpovedný farmaceut,PZ,1852,176,156,1793.2,1
44105,,36,Farmaceut,PZ,1470,176,152,2161.84,1
44105,,36,Farmaceut,PZ,1350,176,169.5,1596.2,1
44105,,36,Farmaceut,PZ,1300,132,108,1399.77,0.75
44105,RD,36,Farmaceut,PZ,1400,176,0,0,1
44105,,36,Laborant,PZ,928,176,146,1288.86,1
44105,,36,Laborant,PZ,928,176,180.5,1397.47,1
44105,,36,Laborant,PZ,928,176,175,1174.72,1
44105,MD,36,Laborant,PZ,696,176,0,0,1
44105,RD,36,Laborant,PZ,915,176,0,0,1
44105,,36,Laborant,PZ,928,176,187.5,1174.42,1
44105,,36,SANITÁR,PZ,696,176,176,593,1
44105,,36,Zodpovedný farmaceut,PZ,1900,176,179,2402.84,1
44105,,37,Dohoda,dohoda,,,0,76.84,0.25
44105,,37,Farmaceut,PZ,1100,176,162,1203.19,1
44105,,37,Farmaceut,PZ,1340,176,171,1528.86,1
44105,,37,Farmaceut,PZ,1270,176,170,1494.62,1
44105,,37,Farmaceut,PZ,1300,176,168,1234.17,1
44105,RD,37,Laborant,PZ,875,176,0,0,1
44105,,37,SANITÁR,PZ,696,176,167,646.97,1
44105,,37,Zodpovedný farmaceut,PZ,200,22,22,140.29,0.13
44105,,38,Farmaceut,PZ,1350,176,161,1296.21,1
44105,RD,38,Farmaceut,PZ,1230,176,0,0,1
44105,,38,Farmaceut,PZ,1250,176,172.5,1256.21,1
44105,MD,38,Farmaceut,PZ,1290,176,0,0,1
44105,RD,38,Farmaceut,PZ,1180,176,0,0,1
44105,,38,Farmaceut,PZ,1200,176,168,1360.98,1
44105,RD,38,Laborant,PZ,608,176,0,0,1
44105,,38,Laborant,PZ,928,176,172.5,903.89,1
44105,,38,Laborant,PZ,928,176,152,1155.09,1
44105,,38,Laborant,PZ,928,176,152,915.85,1
44105,,38,SANITÁR,PZ,696,176,168,547.73,1
44105,,38,Zodpovedný farmaceut,PZ,1670,176,159,1535.88,1
44105,,39,Farmaceut,PZ,1044,176,132,1121.16,1
44105,,39,Farmaceut,PZ,1044,176,176,1058.43,1
44105,,39,Farmaceut,PZ,1300,176,176,1228.25,1
44105,RD,39,Farmaceut,PZ,1355,176,0,0,1
44105,,39,Farmaceut,PZ,1200,176,160,1303.25,1
44105,,39,Laborant,PZ,928,176,168,932.01,1
44105,,39,Laborant,PZ,928,176,144,1015.13,1
44105,,39,Laborant,PZ,945,176,152,997.07,1
44105,,39,Laborant,PZ,928,176,112,911.39,1
44105,,39,THP,PZ,722,176,112,555.06,1
44105,,39,Zodpovedný farmaceut,PZ,1800,176,176,1654.94,1
44105,,40,Farmaceut,PZ,1150,132,114,1059.39,0.75
44105,MD,40,Laborant,PZ,768,176,0,0,1
44105,,40,Laborant,PZ,928,176,168,1049.17,1
44105,,40,SANITÁR,PZ,696,176,168,595.63,1
44105,,40,Zodpovedný farmaceut,PZ,1720,176,176,1553.42,1
44105,,41,Dohoda,dohoda,,,0,301.32,0.5
44105,,41,Farmaceut,PZ,1500,176,162.5,1520.6,1
44105,MD,41,Farmaceut,PZ,1500,176,0,0,1
44105,MD,41,Farmaceut,PZ,1450,176,0,0,1
44105,,41,Farmaceut,PZ,1150,132,96,801.28,0.75
44105,,41,Farmaceut,PZ,1380,132,120,1225.24,0.75
44105,,41,Farmaceut,PZ,1250,176,40,906.87,1
44105,,41,Farmaceut,PZ,1300,176,178,1249.5,1
44105,,41,Farmaceut,PZ,1380,176,170,1255.53,1
44105,,41,Laborant,PZ,928,176,176,712.98,1
44105,,41,Laborant,PZ,928,176,168,723.1,1
44105,,41,Laborant,PZ,950,176,32,536.24,1
44105,,41,SANITÁR,PZ,696,176,168,529.54,1
44105,RD,41,SANITÁR,PZ,668,176,0,0,1
44105,,41,SANITÁR,PZ,696,176,120,554.32,1
44105,,41,THP,PZ,696,176,167,553.19,1
44105,,41,Zodpovedný farmaceut,PZ,2250,176,160,2265.89,1
44105,,42,Farmaceut,PZ,940,132,96,912.45,0.75
44105,,42,Farmaceut,PZ,1270,176,147.5,1494.95,1
44105,,42,Farmaceut,PZ,1280,176,186,1532.34,1
44105,,42,Laborant,PZ,928,176,152,887.21,1
44105,,42,Laborant,PZ,1000,176,144,1322.23,1
44105,,42,Laborant,PZ,1000,176,144,1033.38,1
44105,,42,SANITÁR,PZ,736,176,144,627.37,1
44105,,42,Zodpovedný farmaceut,PZ,1660,176,136,1642.68,1
44105,RD,43,Farmaceut,PZ,1450,176,0,0,1
44105,,43,Farmaceut,PZ,1395,176,112,1380.08,1
44105,,43,Farmaceut,PZ,1350,176,104,1587.86,1
44105,,43,Laborant,PZ,928,176,168,1019.82,1
44105,,43,Laborant,PZ,928,176,120,1193.27,1
44105,,43,Laborant,PZ,928,176,152,954.21,1
44105,,43,SANITÁR,PZ,696,176,164,642.04,1
44105,,43,Zodpovedný farmaceut,PZ,1800,176,144,1876.43,1
44105,,45,Dohoda,dohoda,,,0,308.64,0.25
44105,,45,Farmaceut,PZ,1100,176,168,1042.08,1
44105,RD,45,Farmaceut,PZ,1230,176,0,0,1
44105,,45,Farmaceut,PZ,1100,176,166,1038.24,1
44105,,45,Farmaceut,PZ,1230,176,160,1260.6,1
44105,RD,45,Laborant,PZ,870,176,0,0,1
44105,,45,Laborant,PZ,928,176,176,912.31,1
44105,,45,Laborant,PZ,928,176,160,1080.63,1
44105,,45,Zodpovedný farmaceut,PZ,1800,176,176,1615.71,1
44105,RD,46,Farmaceut,PZ,1170,176,0,0,1
44105,,46,Farmaceut,PZ,1300,176,160,1201.66,1
44105,,46,Laborant,PZ,928,176,144,740.14,1
44105,,46,Laborant,PZ,928,176,160,739.62,1
44105,RD,46,Laborant,PZ,700,176,0,0,1
44105,,46,SANITÁR,PZ,696,176,168,556.29,1
44105,RD,46,Zodpovedný farmaceut,PZ,1700,176,0,0,1
44105,,46,Zodpovedný farmaceut,PZ,1800,176,164,1718.15,1
44105,,47,Farmaceut,PZ,1350,176,91,1171.3,1
44105,,47,Farmaceut,PZ,1600,176,178.5,1786.04,1
44105,,47,Farmaceut,PZ,1300,176,146,2281.17,1
44105,,47,Laborant,PZ,928,176,160,1049.03,1
44105,,47,Laborant,PZ,928,176,160,919.91,1
44105,,47,Laborant,PZ,928,176,120,1210.87,1
44105,,47,SANITÁR,PZ,696,176,152,619.74,1
44105,RD,47,Zodpovedný farmaceut,PZ,1726,176,0,0,1
44105,,48,Farmaceut,PZ,1300,176,92,1213.94,1
44105,,48,Laborant,PZ,928,176,92,822.7,1
44105,MD,48,Laborant,PZ,928,176,0,0,1
44105,,48,Laborant,PZ,928,176,96,627.39,1
44105,,48,SANITÁR,PZ,696,176,104,477.56,1
44105,,48,Zodpovedný farmaceut,PZ,1710,176,128,2745.22,1
44105,,49,Dohoda,dohoda,,,0,0,0.5
44105,,49,Farmaceut,PZ,1380,176,152,1365.98,1
44105,,49,Laborant,PZ,928,176,149.5,950.81,1
44105,,49,Laborant,PZ,928,176,161,1016.87,1
44105,,49,Laborant,PZ,928,176,144,1006.87,1
44105,,49,SANITÁR,PZ,696,176,176,605.17,1
44105,,49,Zodpovedný farmaceut,PZ,1800,176,150,1741.43,1
44105,,50,Laborant,PZ,928,176,152,947.71,1
44105,,50,SANITÁR,PZ,522,132,102,466.11,0.75
44105,,50,Zodpovedný farmaceut,PZ,1750,176,120,2394.49,1
44105,,51,Dohoda,dohoda,,,0,466.56,0.25
44105,,51,Farmaceut,PZ,1300,176,200,1480.47,1
44105,,51,Farmaceut,PZ,1200,176,180,1134.72,1
44105,MD,51,Farmaceut,PZ,1300,176,0,0,1
44105,RD,51,Zodpovedný farmaceut,PZ,1450,176,0,0,1
44105,,51,Zodpovedný farmaceut,PZ,200,22,12,187.93,0.13
44105,,52,Dohoda,dohoda,,,0,229,0.5
44105,,52,Farmaceut,PZ,1200,176,153.5,1264.62,1
44105,,52,Farmaceut,PZ,1250,176,171.5,1404.16,1
44105,RD,52,Farmaceut,PZ,1200,176,0,0,1
44105,,52,Laborant,PZ,928,176,126.5,1112.49,1
44105,RD,52,Laborant,PZ,832,176,0,0,1
44105,,52,Laborant,PZ,928,176,168,1011.57,1
44105,,52,Laborant,PZ,928,176,153.5,902.61,1
44105,,52,SANITÁR,PZ,696,176,136,608,1
44105,,52,Zodpovedný farmaceut,PZ,1800,176,119,1572.45,1
44105,,54,Dohoda,dohoda,,,0,0,0.25
44105,,54,Dohoda,dohoda,,,0,148.91,0.25
44105,,54,Dohoda,dohoda,,,0,0,0.25
44105,,54,Farmaceut,PZ,1300,176,152,1339.22,1
44105,RD,54,Farmaceut,PZ,1300,176,0,0,1
44105,,54,Farmaceut,PZ,650,88,88,815.58,0.5
44105,,54,Farmaceut,PZ,1300,176,144,1459.81,1
44105,,54,Farmaceut,PZ,1500,176,112,1616.61,1
44105,,54,Laborant,PZ,928,176,116,998.91,1
44105,,54,Laborant,PZ,968,176,176,983.58,1
44105,,54,Laborant,PZ,968,176,148,1067.91,1
44105,,54,Laborant,PZ,968,176,176,964.42,1
44105,,54,SANITÁR,PZ,696,176,160,600.6,1
44105,,54,Zodpovedný farmaceut,PZ,1800,176,160,1726.61,1
44105,MD,54,Zodpovedný farmaceut,PZ,1700,176,0,0,1
44105,,55,Farmaceut,PZ,1250,176,137,1344.54,1
44105,MD,55,Farmaceut,PZ,1500,176,0,0,1
44105,,55,Farmaceut,PZ,1500,176,176,1202.43,1
44105,,55,Farmaceut,PZ,1660,176,136,1596.4,1
44105,,55,Laborant,PZ,237.5,44,44,191.5,0.25
44105,,55,Laborant,PZ,928,176,168,1110.82,1
44105,,55,Laborant,PZ,928,176,116,1122.55,1
44105,,55,SANITÁR,PZ,696,176,40,282.47,1
44105,,55,Zodpovedný farmaceut,PZ,1760,176,194.5,2003.79,1
44105,,56,Farmaceut,PZ,1300,176,176,1233.16,1
44105,RD,56,Farmaceut,PZ,1280,176,0,0,1
44105,,56,Farmaceut,PZ,1400,176,176,1333.15,1
44105,,56,Farmaceut,PZ,1250,176,176,1196.48,1
44105,,56,Laborant,PZ,928,176,152,1134.11,1
44105,MD,56,Laborant,PZ,768,176,0,0,1
44105,RD,56,Laborant,PZ,870,176,0,0,1
44105,,56,THP,PZ,696,176,188.5,669.53,1
44105,,56,Zodpovedný farmaceut,PZ,1740,176,132,1961.73,1
44105,,57,SANITÁR,PZ,696,176,168,592.23,1
44105,,57,Zodpovedný farmaceut,PZ,1650,176,176,1575.44,1
44105,RD,57,Zodpovedný farmaceut,PZ,250,22,0,0,0.13
44105,,58,Farmaceut,PZ,1450,176,168,1147.46,1
44105,,58,Farmaceut,PZ,1400,176,176,1012.99,1
44105,,58,Laborant,PZ,940,176,152,787.15,1
44105,,58,SANITÁR,PZ,696,176,160,575.2,1
44105,,58,Zodpovedný farmaceut,PZ,160,22,22,112.23,0.13
44105,MD,58,Zodpovedný farmaceut,PZ,1600,176,0,0,1
44105,,59,Farmaceut,PZ,1350,176,129,1227.15,1
44105,,59,Laborant,PZ,928,176,128,766.97,1
44105,,59,Laborant,PZ,928,176,168,800.22,1
44105,,59,SANITÁR,PZ,696,176,160,558.19,1
44105,,59,Zodpovedný farmaceut,PZ,1750,176,168,1579.1,1
44105,,61,Dohoda,dohoda,,,0,0,0.5
44105,,61,Farmaceut,PZ,1300,176,136,1495.55,1
44105,RD,61,Farmaceut,PZ,1250,176,0,0,1
44105,,61,Farmaceut,PZ,1400,176,168,1559.34,1
44105,,61,Farmaceut,PZ,1400,176,140.5,1564.15,1
44105,,61,Laborant,PZ,928,176,160,635.55,1
44105,,61,Laborant,PZ,928,176,161,1025.91,1
44105,,61,Laborant,PZ,928,176,145,1299.43,1
44105,MD,61,Laborant,PZ,928,176,0,0,1
44105,,61,SANITÁR,PZ,696,176,0,0,1
44105,,61,SANITÁR,PZ,696,176,96,266.33,1
44105,,61,Zodpovedný farmaceut,PZ,1980,176,155.5,2146.22,1
44105,,62,Dohoda,dohoda,,,0,0,0.25
44105,,62,Dohoda,dohoda,,,0,30.13,0.5
44105,MD,62,Farmaceut,PZ,1200,176,0,0,1
44105,,62,Farmaceut,PZ,1300,176,159,1700.92,1
44105,RD,62,Farmaceut,PZ,1100,176,0,0,1
44105,RD,62,Laborant,PZ,832,176,0,0,1
44105,,62,Laborant,PZ,928,176,172.5,1199.33,1
44105,,62,Laborant,PZ,928,176,144,1020.72,1
44105,RD,62,SANITÁR,PZ,624,176,0,0,1
44105,,62,SANITÁR,PZ,174,44,44,150.69,0.25
44105,,62,Zodpovedný farmaceut,PZ,1850,176,180,2475.55,1
44105,,63,Farmaceut,PZ,1325,176,128,1427.69,1
44105,,63,Laborant,PZ,928,176,152,940.76,1
44105,,63,Laborant,PZ,928,176,150.5,993.81,1
44105,,63,SANITÁR,PZ,696,176,152,642.06,1
44105,,63,Zodpovedný farmaceut,PZ,1650,176,136,1649.92,1
44105,,64,Dohoda,dohoda,,,0,110.74,0.5
44105,,64,Dohoda,dohoda,,,0,335.66,0.25
44105,,64,Farmaceut,PZ,1300,176,136,1712.65,1
44105,,64,Farmaceut,PZ,1300,176,120,705.46,1
44105,,64,Farmaceut,PZ,1200,176,176,1441.81,1
44105,,64,Laborant,PZ,928,176,176,981.68,1
44105,,64,Laborant,PZ,928,176,136,866.06,1
44105,RD,64,Laborant,PZ,768,176,0,0,1
44105,,64,Laborant,PZ,928,176,176,951.9,1
44105,,64,SANITÁR,PZ,696,176,152,610.93,1
44105,,64,Zodpovedný farmaceut,PZ,1850,176,0,0,1
44105,,65,Dohoda,dohoda,,,0,0,0.25
44105,,65,Dohoda,dohoda,,,0,0,0.25
44105,,65,Farmaceut,PZ,1300,176,164,1419.1,1
44105,,65,SANITÁR,PZ,174,44,42,138.88,0.25
44105,,65,Zodpovedný farmaceut,PZ,1820,176,176,2154.36,1
44105,,66,Dohoda,dohoda,,,0,325.48,0.25
44105,,66,Dohoda,dohoda,,,0,274.98,0.25
44105,,66,Farmaceut,PZ,1550,176,163,1535.53,1
44105,,66,Laborant,PZ,928,176,152,1324.2,1
44105,RD,66,Laborant,PZ,850,176,0,0,1
44105,,66,Laborant,PZ,928,176,144,941.89,1
44105,,66,Laborant,PZ,928,176,146,1164.51,1
44105,,66,Laborant,PZ,232,44,34,203.5,0.25
44105,RD,66,Laborant,PZ,832,176,0,0,1
44105,,66,SANITÁR,PZ,348,88,76,305.4,0.5
44105,,66,Zodpovedný farmaceut,PZ,1700,176,161,2220.55,1
44105,,67,Farmaceut,PZ,1220,176,116,1321.28,1
