obdobie,md,stredisko,funkcia,ppv,mzda,fond,hodiny,vyplata,uvazok
44409,,11,Dohoda,dohoda,0,0,0,419.13,0.25
44409,,11,Farmaceut,PZ,1350,176,176,1490.49,1
44409,,11,Farmaceut,PZ,1350,176,168,1270.62,1
44409,,11,Laborant,PZ,971,176,104,913.26,1
44409,,11,Laborant,PZ,971,176,144,985.66,1
44409,,11,Laborant,PZ,971,176,120,1532.68,1
44409,,11,Laborant,PZ,971,176,144,1612.7,1
44409,,11,Laborant,PZ,971,176,0,0,1
44409,,11,Sanitár,PZ,739,176,88,672.77,1
44409,MD,11,Zodpovedný farmaceut,PZ,1900,176,0,0,1
44409,,11,Zodpovedný farmaceut,PZ,2000,176,104,2179.73,1
44409,,12,Farmaceut,PZ,1087,176,176,1269.17,1
44409,RD,12,Farmaceut,PZ,1433,176,0,0,1
44409,,12,Farmaceut,PZ,1087,176,168,1554.2,1
44409,,12,Farmaceut,PZ,1120,176,0,0,1
44409,,12,Laborant,PZ,971,176,112,1210.64,1
44409,,12,Laborant,PZ,971,176,136,1078.21,1
44409,,12,Laborant,PZ,971,176,148,1027,1
44409,RD,12,Sanitár,PZ,496,176,0,0,1
44409,,12,Sanitár,PZ,739,176,136,666.29,1
44409,,12,Zodpovedný farmaceut,PZ,1730,176,96,1925.92,1
44409,,13,Farmaceut,PZ,1100,176,136,1037.11,1
44409,,13,Laborant,PZ,971,176,176,843.93,1
44409,,13,Sanitár,PZ,462,110,105,341.45,0.63
44409,,13,Zodpovedný farmaceut,PZ,1372,143,78,1456.59,0.81
44409,,14,Dohoda,dohoda,0,0,0,203.67,0.25
44409,,14,Farmaceut,PZ,1200,176,144,1326.53,1
44409,,14,Farmaceut,PZ,1285,176,160,1326.32,1
44409,,14,Farmaceut,PZ,1300,176,152,1473.44,1
44409,,14,Laborant,PZ,971,176,160,1095.93,1
44409,,14,Laborant,PZ,971,176,0,0,1
44409,,14,Laborant,PZ,971,176,176,1048.84,1
44409,,14,Sanitár,PZ,739,176,128,676.48,1
44409,,14,Zodpovedný farmaceut,PZ,1700,176,156,1757.85,1
44409,,15,Farmaceut,PZ,1200,176,176,1350.88,1
44409,,15,Farmaceut,PZ,1200,176,104,1145.58,1
44409,,15,Farmaceut,PZ,1240,176,128,1663.75,1
44409,,15,Laborant,PZ,971,176,144,1067.18,1
44409,,15,Laborant,PZ,971,176,136,1047.51,1
44409,,15,Zodpovedný farmaceut,PZ,1750,176,116,1829.68,1
44409,,16,Farmaceut,PZ,1170,176,176,1225.45,1
44409,,16,Farmaceut,PZ,1428,176,0,847.71,1
44409,,16,Farmaceut,PZ,1200,176,168,1156.32,1
44409,,16,Laborant,PZ,971,176,160,987.53,1
44409,,16,Laborant,PZ,971,176,163,1228.99,1
44409,,16,Sanitár,PZ,739,176,104,748.37,1
44409,,16,Zodpovedný farmaceut,PZ,1800,176,0,0,1
44409,,17,Dohoda,dohoda,0,0,0,180,0.5
44409,,17,Dohoda,dohoda,0,0,0,0,0.25
44409,,17,Farmaceut,PZ,1250,176,136,1106.34,1
44409,MD,17,Farmaceut,PZ,1400,176,0,0,1
44409,,17,Farmaceut,PZ,1350,176,132,1356.87,1
44409,,17,Laborant,PZ,971,176,88,888.84,1
44409,,17,Laborant,PZ,971,176,152,819.82,1
44409,,17,Sanitár,PZ,739,176,128,624.21,1
44409,,17,Zodpovedný farmaceut,PZ,305,44,44,236.64,0.25
44409,,18,Dohoda,dohoda,0,0,0,340.43,0.5
44409,RD,18,Farmaceut,PZ,1420,176,0,0,1
44409,,18,Farmaceut,PZ,1400,176,80,974.92,1
44409,,18,Laborant,PZ,971,176,168,968.18,1
44409,,18,Laborant,PZ,971,176,120,1011.16,1
44409,,18,Sanitár,PZ,739,176,56,548.6,1
44409,MD,18,Zodpovedný farmaceut,PZ,1780,176,0,0,1
44409,,18,Zodpovedný farmaceut,PZ,1700,176,126,1538.33,1
44409,,19,Dohoda,dohoda,0,0,0,0,0.5
44409,,19,Farmaceut,PZ,1200,176,168,1025.69,1
44409,,19,Farmaceut,PZ,1250,176,108,1477.63,1
44409,,19,Farmaceut,PZ,1550,176,84,1546.25,1
44409,,19,Laborant,PZ,971,176,168,723.95,1
44409,,19,Laborant,PZ,971,176,176,848.33,1
44409,,19,Sanitár,PZ,739,176,160,576.61,1
44409,,19,Zodpovedný farmaceut,PZ,150,22,20,128.91,0.13
44409,,22,Dohoda,dohoda,0,0,0,0,0.25
44409,,22,Dohoda,dohoda,0,0,0,0,0.25
44409,,22,Dohoda,dohoda,0,0,0,0,0.25
44409,,22,Farmaceut,PZ,1400,176,172,1170.8,1
44409,,22,Farmaceut,PZ,1400,176,176,2041.15,1
44409,RD,22,Farmaceut,PZ,1319,176,0,0,1
44409,,22,Laborant,PZ,971,176,136,827.99,1
44409,,22,Laborant,PZ,971,176,0,55.87,1
44409,,22,Laborant,PZ,971,176,136,796.89,1
44409,,22,Laborant,PZ,971,176,120,802.22,1
44409,,22,Sanitár,PZ,739,176,125.25,583.28,1
44409,,22,Zodpovedný farmaceut,PZ,2100,176,137,1683.05,1
44409,,25,Farmaceut,PZ,1087,176,176,1452.63,1
44409,RD,25,Farmaceut,PZ,980,176,0,0,1
44409,,25,Farmaceut,PZ,1090,176,160,1224.39,1
44409,MD,25,Farmaceut,PZ,1050,176,0,0,1
44409,,25,Farmaceut,PZ,1087,176,128,1298.51,1
44409,,25,Farmaceut,PZ,1110,176,128,1296.43,1
44409,,25,Laborant,PZ,971,176,136,1026.71,1
44409,,25,Laborant,PZ,971,176,128,1087.61,1
44409,RD,25,Laborant,PZ,938,176,0,0,1
44409,,25,Laborant,PZ,971,176,136,1130.64,1
44409,,25,Sanitár,PZ,739,176,136,534.74,1
44409,,25,Zodpovedný farmaceut,PZ,2040,176,120,2447.15,1
44409,,26,Farmaceut,PZ,1100,176,120,1045.41,1
44409,,26,Farmaceut,PZ,1250,176,136,1061.46,1
44409,,26,Laborant,PZ,971,176,136,829.61,1
44409,,26,Laborant,PZ,971,176,136,883.65,1
44409,,26,Laborant,PZ,971,176,136,849.81,1
44409,,26,Sanitár,PZ,739,176,80,806.56,1
44409,,26,Zodpovedný farmaceut,PZ,2080,176,160,2026.04,1
44409,,27,Farmaceut,PZ,1250,176,176,1226.91,1
44409,,27,Farmaceut,PZ,1250,176,176,1050.14,1
44409,RD,27,Farmaceut,PZ,1250,176,0,0,1
44409,RD,27,Laborant,PZ,768,176,0,0,1
44409,,27,Laborant,PZ,971,176,136,1205.24,1
44409,,27,Laborant,PZ,971,176,140,1038.32,1
44409,,27,Laborant,PZ,971,176,156,1246.27,1
44409,,27,Sanitár,PZ,739,176,160,639.99,1
44409,RD,27,Zodpovedný farmaceut,PZ,1850,176,0,0,1
44409,,27,Zodpovedný farmaceut,PZ,1850,176,134.5,1919.53,1
44409,,29,Farmaceut,PZ,1300,176,160,1156.53,1
44409,RD,29,Farmaceut,PZ,1250,176,0,0,1
44409,,29,Farmaceut,PZ,1300,176,128,1480.36,1
44409,,29,Farmaceut,PZ,1280,176,128,1344.6,1
44409,,29,Farmaceut,PZ,1300,176,152,1759.89,1
44409,MD,29,Farmaceut,PZ,392,66,0,0,0.38
44409,,29,Farmaceut,PZ,1300,176,96,1412.09,1
44409,,29,Laborant,PZ,971,176,136,1033.15,1
44409,,29,Laborant,PZ,971,176,120,1106.55,1
44409,,29,Laborant,PZ,971,176,136,1036.72,1
44409,MD,29,Laborant,PZ,971,176,0,0,1
44409,RD,29,Laborant,PZ,928,176,0,0,1
44409,,29,Laborant,PZ,971,176,0,0,1
44409,,29,Laborant,PZ,971,176,176,1054.35,1
44409,,29,Laborant,PZ,971,176,112,1240.78,1
44409,,29,Sanitár,PZ,739,176,144,668.52,1
44409,,29,Zodpovedný farmaceut,PZ,2020,176,80,2455.25,1
44409,MD,29,Zodpovedný farmaceut,PZ,2000,176,0,398.45,1
44409,,30,Farmaceut,PZ,1300,176,144,1406.74,1
44409,RD,30,Farmaceut,PZ,1300,176,0,0,1
44409,,30,Laborant,PZ,971,176,152,1091.24,1
44409,,30,Laborant,PZ,971,176,57.5,853.06,1
44409,,30,Sanitár,PZ,555,132,90,582.12,0.75
44409,,30,Zodpovedný farmaceut,PZ,1900,176,128,1905.01,1
44409,,31,Farmaceut,PZ,1180,176,160,1186.56,1
44409,,31,Farmaceut,PZ,1100,176,128,1420.94,1
44409,,31,Farmaceut,PZ,550,88,88,485.83,0.5
44409,,31,Laborant,PZ,971,176,144,1167.45,1
44409,,31,Laborant,PZ,971,176,136,933.74,1
44409,,31,Laborant,PZ,971,176,92,1232.64,1
44409,,31,Sanitár,PZ,739,176,128,686.2,1
44409,,31,Zodpovedný farmaceut,PZ,1820,176,144,1844.05,1
44409,,32,Dohoda,dohoda,0,0,0,370.37,0.25
44409,,32,Farmaceut,PZ,1430,176,120,1293.33,1
44409,RD,32,Laborant,PZ,928,176,0,0,1
44409,,32,Laborant,PZ,971,176,176,811.42,1
44409,,32,Laborant,PZ,971,176,72,824.41,1
44409,,32,Sanitár,PZ,739,176,80,756.52,1
44409,,32,Zodpovedný farmaceut,PZ,1850,176,120,1977.2,1
44409,RD,33,Farmaceut,PZ,1250,176,0,0,1
44409,,33,Farmaceut,PZ,1300,176,16,102.37,1
44409,,33,Farmaceut,PZ,1300,176,136,1461.88,1
44409,MD,33,Farmaceut,PZ,1300,176,0,0,1
44409,,33,Laborant,PZ,971,176,152,1130.68,1
44409,,33,Laborant,PZ,971,176,96,1201.6,1
44409,,33,Laborant,PZ,971,176,136,1178.87,1
44409,RD,33,Laborant,PZ,928,176,0,0,1
44409,,33,Sanitár,PZ,466,110,95,339.94,0.63
44409,,33,Sanitár,PZ,739,176,120,651.62,1
44409,,33,Zodpovedný farmaceut,PZ,1900,176,120,1977.81,1
44409,,34,Dohoda,dohoda,0,0,0,539.8,0.5
44409,,34,Farmaceut,PZ,1530,176,88,1682.75,1
44409,MD,34,Farmaceut,PZ,1450,176,0,0,1
44409,,34,Farmaceut,PZ,1303,176,136,1206.8,1
44409,,34,Farmaceut,PZ,1200,176,176,1145.39,1
44409,,34,Laborant,PZ,1047,176,160,1202,1
44409,,34,Laborant,PZ,1178,176,152,1239.73,1
44409,RD,34,Laborant,PZ,882,176,0,0,1
44409,RD,34,Laborant,PZ,768,176,0,0,1
44409,,34,Laborant,PZ,1046,176,100,1021.27,1
44409,RD,34,Laborant,PZ,928,176,0,0,1
44409,MD,34,Laborant,PZ,971,176,0,0,1
44409,,34,Sanitár,PZ,739,176,160,620.09,1
44409,,34,Zodpovedný farmaceut,PZ,151,22,22,130.19,0.13
44409,MD,34,Zodpovedný farmaceut,PZ,1780,176,16,1307.69,1
44409,,35,Dohoda,dohoda,0,0,0,622.08,0.25
44409,,35,Farmaceut,PZ,1400,176,165,1281.09,1
44409,,35,Laborant,PZ,1021,176,96,1168.66,1
44409,,35,Sanitár,PZ,739,176,144,645.79,1
44409,,35,Zodpovedný farmaceut,PZ,1852,176,84,2034.5,1
44409,,36,Dohoda,dohoda,0,0,0,373.18,0.25
44409,,36,Farmaceut,PZ,1500,176,112.5,2154.4,1
44409,,36,Farmaceut,PZ,1400,176,148,1672.16,1
44409,,36,Farmaceut,PZ,1300,132,126,1475.25,0.75
44409,RD,36,Farmaceut,PZ,1400,176,0,0,1
44409,,36,Laborant,PZ,971,176,134.5,1120.43,1
44409,,36,Laborant,PZ,971,176,173.5,1530.9,1
44409,,36,Laborant,PZ,971,176,112,1179.96,1
44409,RD,36,Laborant,PZ,696,176,0,0,1
44409,,36,Laborant,PZ,971,176,64,784.37,1
44409,,36,Laborant,PZ,971,176,128.5,1215.08,1
44409,,36,Sanitár,PZ,739,176,136,663.88,1
44409,,36,Zodpovedný farmaceut,PZ,2000,176,163.5,2197.76,1
44409,,37,Dohoda,dohoda,0,0,0,116.64,0.25
44409,,37,Dohoda,dohoda,0,0,0,289.27,0.5
44409,MD,37,Farmaceut,PZ,1120,176,0,0,1
44409,,37,Farmaceut,PZ,1290,176,152,1351.06,1
44409,,37,Farmaceut,PZ,1340,176,128,1402.09,1
44409,,37,Farmaceut,PZ,1290,176,168,1211.53,1
44409,RD,37,Laborant,PZ,875,176,0,0,1
44409,,37,Sanitár,PZ,739,176,136,578.26,1
44409,,37,Zodpovedný farmaceut,PZ,1900,176,116,1875.71,1
44409,,38,Farmaceut,PZ,1350,176,182.5,1468.02,1
44409,RD,38,Farmaceut,PZ,1230,176,0,0,1
44409,,38,Farmaceut,PZ,1250,176,161,1564.68,1
44409,RD,38,Farmaceut,PZ,1290,176,0,0,1
44409,RD,38,Farmaceut,PZ,1180,176,0,0,1
44409,,38,Farmaceut,PZ,1350,176,120,1339.23,1
44409,RD,38,Laborant,PZ,608,176,0,0,1
44409,,38,Laborant,PZ,971,176,140,1172.95,1
44409,,38,Laborant,PZ,971,176,116,1513.68,1
44409,,38,Laborant,PZ,971,176,182.5,1130.32,1
44409,,38,Sanitár,PZ,739,176,88,690.74,1
44409,,38,Zodpovedný farmaceut,PZ,1750,176,128,1811.22,1
44409,,39,Dohoda,dohoda,0,0,0,0,0.25
44409,,39,Farmaceut,PZ,1087,176,168,1133.44,1
44409,,39,Farmaceut,PZ,1087,176,136,1185.42,1
44409,,39,Farmaceut,PZ,1350,176,152,1289.02,1
44409,RD,39,Farmaceut,PZ,1355,176,0,0,1
44409,,39,Farmaceut,PZ,1200,176,176,1200.63,1
44409,,39,Laborant,PZ,971,176,176,946.55,1
44409,,39,Laborant,PZ,971,176,120,838.31,1
44409,,39,Laborant,PZ,1000,176,112,1062.77,1
44409,,39,Laborant,PZ,971,176,112,1044.32,1
44409,,39,THP,PZ,739,176,96,726.74,1
44409,,39,Zodpovedný farmaceut,PZ,1800,176,96,1783.79,1
44409,,40,Farmaceut,PZ,1150,132,60,1527.76,0.75
44409,RD,40,Laborant,PZ,768,176,0,0,1
44409,,40,Laborant,PZ,971,176,168,911.9,1
44409,,40,Sanitár,PZ,739,176,176,636.68,1
44409,,40,Zodpovedný farmaceut,PZ,1720,176,120,1714.09,1
44409,,41,Dohoda,dohoda,0,0,0,297.6,0.5
44409,,41,Farmaceut,PZ,1550,176,136,1572.58,1
44409,RD,41,Farmaceut,PZ,1500,176,0,0,1
44409,RD,41,Farmaceut,PZ,1450,176,0,0,1
44409,,41,Farmaceut,PZ,1150,132,102,1295.85,0.75
44409,,41,Farmaceut,PZ,1380,132,90,1548.64,0.75
44409,MD,41,Farmaceut,PZ,1150,132,0,0,0.75
44409,,41,Farmaceut,PZ,1400,176,176,1414.37,1
44409,,41,Farmaceut,PZ,1430,176,120,1853.73,1
44409,,41,Farmaceut,PZ,1250,176,176,1333.56,1
44409,,41,Farmaceut,PZ,1200,176,136,1217.49,1
44409,,41,Laborant,PZ,971,176,176,849.98,1
44409,,41,Laborant,PZ,971,176,136,1115.47,1
44409,,41,Laborant,PZ,971,176,136,788.79,1
44409,RD,41,Sanitár,PZ,668,176,0,0,1
44409,,41,THP,PZ,739,176,120,691.97,1
44409,,41,Zodpovedný farmaceut,PZ,2350,176,72,2961.51,1
44409,,42,Farmaceut,PZ,1250,176,152,1274.93,1
44409,,42,Farmaceut,PZ,1330,176,185,1408.91,1
44409,,42,Farmaceut,PZ,1250,176,152,1269.91,1
44409,,42,Laborant,PZ,985,176,176,1100.87,1
44409,,42,Laborant,PZ,540,88,88,644.46,0.5
44409,,42,Laborant,PZ,1030,176,112,1175.53,1
44409,,42,Sanitár,PZ,739,176,136,658.59,1
44409,,42,Zodpovedný farmaceut,PZ,1730,176,176,1578.1,1
44409,MD,43,Farmaceut,PZ,1450,176,0,0,1
44409,,43,Farmaceut,PZ,1250,176,104,1167.78,1
44409,,43,Farmaceut,PZ,1395,176,120,1387.79,1
44409,,43,Farmaceut,PZ,1350,176,80,976.02,1
44409,MD,43,Farmaceut,PZ,1300,176,0,0,1
44409,,43,Farmaceut,PZ,1300,176,144,1406.57,1
44409,,43,Laborant,PZ,971,176,160,978.83,1
44409,,43,Laborant,PZ,971,176,80,473.86,1
44409,,43,Laborant,PZ,971,176,144,1166,1
44409,,43,Laborant,PZ,971,176,96,1122.3,1
44409,,43,Laborant,PZ,971,176,80,410.63,1
44409,,43,Laborant,PZ,971,176,152,1033.52,1
44409,,43,Sanitár,PZ,739,176,112,735.48,1
44409,,43,Sanitár,PZ,739,176,80,321.96,1
44409,,43,Zodpovedný farmaceut,PZ,1800,176,120,2203.41,1
44409,,45,Dohoda,dohoda,0,0,0,319.87,0.25
44409,,45,Farmaceut,PZ,1120,176,128,1169.83,1
44409,RD,45,Farmaceut,PZ,1230,176,0,0,1
44409,,45,Farmaceut,PZ,1120,176,136,1104.74,1
44409,,45,Farmaceut,PZ,1250,176,104,1001.01,1
44409,RD,45,Laborant,PZ,870,176,0,0,1
44409,,45,Laborant,PZ,971,176,136,1052.49,1
44409,,45,Laborant,PZ,971,176,128,1069.55,1
44409,,45,Zodpovedný farmaceut,PZ,1850,176,160,1702.41,1
44409,,46,Farmaceut,PZ,1170,176,0,0,1
44409,,46,Farmaceut,PZ,1300,176,172.5,1317.63,1
44409,,46,Laborant,PZ,971,176,96,884.1,1
44409,,46,Laborant,PZ,971,176,112,916.18,1
44409,RD,46,Laborant,PZ,700,176,0,0,1
44409,,46,Sanitár,PZ,739,176,136,648.49,1
44409,RD,46,Zodpovedný farmaceut,PZ,1700,176,0,0,1
44409,,46,Zodpovedný farmaceut,PZ,1800,176,139.5,1793.65,1
44409,,47,Dohoda,dohoda,0,0,0,327.94,0.25
44409,MD,47,Farmaceut,PZ,1350,176,0,0,1
44409,,47,Farmaceut,PZ,1600,176,152,1614.72,1
44409,,47,Farmaceut,PZ,1300,176,112,2158.07,1
44409,,47,Laborant,PZ,971,176,120,1338.64,1
44409,,47,Laborant,PZ,971,176,128,1073.53,1
44409,,47,Laborant,PZ,971,176,128,1077.59,1
44409,,47,Sanitár,PZ,739,176,128,694.95,1
44409,RD,47,Zodpovedný farmaceut,PZ,1726,176,0,0,1
44409,MD,48,Farmaceut,PZ,1300,176,0,0,1
44409,,48,Laborant,PZ,971,176,147.5,848.18,1
44409,RD,48,Laborant,PZ,928,176,0,0,1
44409,,48,Laborant,PZ,971,176,180.5,913.19,1
44409,,48,Laborant,PZ,971,176,136,1010.35,1
44409,,48,Sanitár,PZ,739,176,112,797.28,1
44409,,48,Zodpovedný farmaceut,PZ,1710,176,195.5,2368.71,1
44409,,49,Dohoda,dohoda,0,0,0,120.53,0.5
44409,,49,Farmaceut,PZ,1380,176,152,1515.62,1
44409,,49,Laborant,PZ,971,176,138,1142.53,1
44409,,49,Laborant,PZ,971,176,168,1038.43,1
44409,,49,Laborant,PZ,971,176,104,1227.55,1
44409,,49,Sanitár,PZ,739,176,48,4442.13,1
44409,,49,Zodpovedný farmaceut,PZ,1900,176,152,1970.84,1
44409,MD,49,Zodpovedný farmaceut,PZ,1800,176,0,0,1
44409,,50,Laborant,PZ,971,176,144,1141.8,1
44409,,50,Sanitár,PZ,555,132,96,525.08,0.75
44409,,50,Zodpovedný farmaceut,PZ,2000,176,176,1810.7,1
44409,,51,Dohoda,dohoda,0,0,0,233.28,0.25
44409,,51,Farmaceut,PZ,1087,176,136,910.23,1
44409,,51,Farmaceut,PZ,1200,176,80,1172.25,1
44409,,51,Farmaceut,PZ,1350,176,128,1441.73,1
44409,RD,51,Farmaceut,PZ,1300,176,0,0,1
44409,,51,Sanitár,PZ,739,176,168,662.36,1
44409,RD,51,Zodpovedný farmaceut,PZ,1450,176,0,0,1
44409,,51,Zodpovedný farmaceut,PZ,200,22,17,175.42,0.13
44409,,52,Dohoda,dohoda,0,0,0,370.1,0.5
44409,,52,Farmaceut,PZ,1250,176,138,1243.54,1
44409,,52,Laborant,PZ,971,176,149.5,888.78,1
44409,RD,52,Laborant,PZ,832,176,0,0,1
44409,,52,Laborant,PZ,971,176,125,970.65,1
44409,,52,Laborant,PZ,971,176,116.5,1083.06,1
44409,,52,Sanitár,PZ,739,176,120,595.15,1
44409,,52,Zodpovedný farmaceut,PZ,1800,176,123,1743.77,1
44409,,54,Dohoda,dohoda,0,0,0,0,0.25
44409,,54,Dohoda,dohoda,0,0,0,349.63,0.25
44409,,54,Dohoda,dohoda,0,0,0,0,0.25
44409,,54,Farmaceut,PZ,1300,176,128,1503.83,1
44409,,54,Farmaceut,PZ,650,88,60,1363.25,0.5
44409,,54,Farmaceut,PZ,1500,176,176,1358.91,1
44409,MD,54,Farmaceut,PZ,1300,176,0,0,1
44409,,54,Laborant,PZ,990,176,136,1000.64,1
44409,,54,Laborant,PZ,990,176,92,1158.02,1
44409,,54,Laborant,PZ,990,176,96,1209.37,1
44409,,54,Laborant,PZ,990,176,156,1145.8,1
44409,,54,Sanitár,PZ,739,176,176,626.04,1
44409,MD,54,Zodpovedný farmaceut,PZ,1800,176,64,1951.3,1
44409,,54,Zodpovedný farmaceut,PZ,1700,176,176,1852.18,1
44409,RD,54,Zodpovedný farmaceut,PZ,1700,176,0,0,1
44409,,55,Farmaceut,PZ,1300,176,189.5,1537.99,1
44409,RD,55,Farmaceut,PZ,1500,176,0,0,1
44409,,55,Farmaceut,PZ,1500,176,112,1530.09,1
44409,,55,Farmaceut,PZ,1660,176,168,1437.93,1
44409,,55,Laborant,PZ,971,176,104,1135,1
44409,,55,Laborant,PZ,971,176,104,1120.34,1
44409,,55,Sanitár,PZ,739,176,172,670.89,1
44409,,55,Sanitár,PZ,739,176,0,0,1
44409,,55,Zodpovedný farmaceut,PZ,1800,176,142,2068.12,1
44409,,56,Farmaceut,PZ,1300,176,137,1424.89,1
44409,MD,56,Farmaceut,PZ,1280,176,0,0,1
44409,,56,Farmaceut,PZ,1400,176,136,1390.37,1
44409,,56,Farmaceut,PZ,1300,176,176,1333.66,1
44409,,56,Laborant,PZ,971,176,186,1164.91,1
44409,RD,56,Laborant,PZ,768,176,0,0,1
44409,RD,56,Laborant,PZ,870,176,0,0,1
44409,,56,Sanitár,PZ,739,176,141,765.8,1
44409,,56,Zodpovedný farmaceut,PZ,1820,176,168,2257.93,1
44409,,57,Sanitár,PZ,739,176,136,659.76,1
44409,,57,Zodpovedný farmaceut,PZ,1650,176,176,1508.16,1
44409,,58,Farmaceut,PZ,1100,176,168,1061.9,1
44409,,58,Laborant,PZ,971,176,96,877.52,1
44409,,58,Sanitár,PZ,739,176,136,606.74,1
44409,,58,Zodpovedný farmaceut,PZ,1450,176,112,1506.27,1
44409,RD,58,Zodpovedný farmaceut,PZ,1600,176,0,0,1
44409,RD,59,Farmaceut,PZ,1350,176,0,0,1
44409,,59,Farmaceut,PZ,1350,176,81,1393.05,1
44409,RD,59,Laborant,PZ,971,176,0,0,1
44409,,59,Laborant,PZ,971,176,96,1086.92,1
44409,,59,Laborant,PZ,971,176,96,898.6,1
44409,,59,Sanitár,PZ,739,176,80,607.41,1
44409,,59,Zodpovedný farmaceut,PZ,1750,176,137,1622.8,1
44409,,61,Dohoda,dohoda,0,0,0,0,0.5
44409,,61,Farmaceut,PZ,1300,176,176,1933.45,1
44409,MD,61,Farmaceut,PZ,1250,176,0,0,1
44409,,61,Farmaceut,PZ,1400,176,176,1567.59,1
44409,,61,Farmaceut,PZ,1400,176,124,1690.3,1
44409,,61,Laborant,PZ,971,176,120,634.25,1
44409,,61,Laborant,PZ,971,176,103.5,584.33,1
44409,,61,Laborant,PZ,971,176,172,1582.47,1
44409,RD,61,Laborant,PZ,928,176,0,0,1
44409,,61,Sanitár,PZ,739,176,56,710.45,1
44409,,61,Zodpovedný farmaceut,PZ,1980,176,109,2525.18,1
44409,,62,Dohoda,dohoda,0,0,0,117.51,0.5
44409,RD,62,Farmaceut,PZ,1200,176,0,0,1
44409,,62,Farmaceut,PZ,1350,176,136.5,1826.46,1
44409,RD,62,Farmaceut,PZ,1100,176,0,0,1
44409,RD,62,Laborant,PZ,832,176,0,0,1
44409,,62,Laborant,PZ,971,176,104,1209.23,1
44409,,62,Laborant,PZ,1027,176,168,1141,1
44409,RD,62,Sanitár,PZ,624,176,0,0,1
44409,,62,Sanitár,PZ,185,44,42,177.56,0.25
44409,,62,Zodpovedný farmaceut,PZ,1850,176,144,2688.87,1
44409,,63,Farmaceut,PZ,1325,176,173,1264.32,1
44409,,63,Laborant,PZ,971,176,160,813.05,1
44409,,63,Laborant,PZ,971,176,0,0,1
44409,,63,Laborant,PZ,971,176,160,1020.54,1
44409,,63,Sanitár,PZ,739,176,157,684.41,1
44409,,63,Zodpovedný farmaceut,PZ,1680,176,112,1853.24,1
44409,,64,Dohoda,dohoda,0,0,0,0,0.25
44409,,64,Dohoda,dohoda,0,0,0,514.49,0.5
44409,,64,Dohoda,dohoda,0,0,0,477.53,0.5
44409,,64,Dohoda,dohoda,0,0,0,273.89,0.25
44409,,64,Farmaceut,PZ,1300,176,114,2128.43,1
44409,,64,Farmaceut,PZ,1200,176,160,1173.76,1
44409,,64,Farmaceut,PZ,1300,176,176,1388.27,1
44409,,64,Laborant,PZ,971,176,159,1513.71,1
44409,,64,Laborant,PZ,971,176,104,911.05,1
44409,RD,64,Laborant,PZ,768,176,0,0,1
44409,MD,64,Laborant,PZ,971,176,0,0,1
44409,,64,Sanitár,PZ,739,176,114,706.41,1
44409,,64,Zodpovedný farmaceut,PZ,200,22,10.5,146.17,0.13
44409,MD,64,Zodpovedný farmaceut,PZ,1850,176,0,9.4,1
