obdobie,md,stredisko,funkcia,ppv,mzda,fond,hodiny,vyplata,uvazok
44197,RD,18,Farmaceut,PZ,1420,168,0,0,1
44197,,18,Farmaceut,PZ,1400,168,144,1435.05,1
44197,,18,Laborant,PZ,971,168,112,915.9,1
44197,,18,Laborant,PZ,971,168,132,897.46,1
44197,,18,Sanitár,PZ,739,168,152,803.41,1
44197,,18,Zodpovedný farmaceut,PZ,1780,168,0,0,1
44197,,18,Zodpovedný farmaceut,PZ,1700,168,152,1410.51,1
44197,,19,Farmaceut,PZ,1250,168,72,1201.33,1
44197,,19,Farmaceut,PZ,1550,168,144,1650.88,1
44197,,19,Farmaceut,PZ,1330,168,148,1252.61,1
44197,,19,Laborant,PZ,971,168,103,1007.53,1
44197,,19,Laborant,PZ,971,168,112,978.67,1
44197,,19,Sanitár,PZ,739,168,129.5,649.8,1
44197,,19,Zodpovedný farmaceut,PZ,150,21,19,131.13,0.13
44197,,22,Farmaceut,PZ,1400,168,112,1332.23,1
44197,,22,Farmaceut,PZ,1400,168,152,2029.73,1
44197,RD,22,Farmaceut,PZ,1319,168,0,0,1
44197,,22,Laborant,PZ,971,168,120,879.66,1
44197,,22,Laborant,PZ,971,168,86,854.68,1
44197,,22,Laborant,PZ,971,168,136,838.11,1
44197,,22,Laborant,PZ,971,168,150,821.94,1
44197,,22,Sanitár,PZ,739,168,32,112.67,1
44197,,22,THP,PZ,739,168,0,0,1
44197,,22,Zodpovedný farmaceut,PZ,2100,168,152,1996.05,1
44197,,25,Farmaceut,PZ,1087,168,152,1123.76,1
44197,MD,25,Farmaceut,PZ,980,168,0,0,1
44197,,25,Farmaceut,PZ,1090,168,144,1478.99,1
44197,RD,25,Farmaceut,PZ,1050,168,0,0,1
44197,,25,Farmaceut,PZ,1087,168,144,1116.33,1
44197,,25,Farmaceut,PZ,1110,168,152,1272.8,1
44197,,25,Laborant,PZ,971,168,152,956.19,1
44197,,25,Laborant,PZ,971,168,144,1039.59,1
44197,MD,25,Laborant,PZ,938,168,0,0,1
44197,,25,Laborant,PZ,971,168,152,964.02,1
44197,,25,Sanitár,PZ,739,168,24,725.86,1
44197,,25,Sanitár,PZ,739,168,152,565.11,1
44197,,25,Zodpovedný farmaceut,PZ,2040,168,136,2319.28,1
44197,,26,Farmaceut,PZ,1100,168,152,880.85,1
44197,,26,Farmaceut,PZ,1250,168,0,0,1
44197,,26,Laborant,PZ,971,168,112,640.59,1
44197,,26,Laborant,PZ,971,168,152,838.7,1
44197,,26,Laborant,PZ,971,168,88,620.57,1
44197,,26,Sanitár,PZ,739,168,144,627.36,1
44197,,26,Zodpovedný farmaceut,PZ,2080,168,152,2129.18,1
44197,,27,Farmaceut,PZ,325,42,38,332.02,0.25
44197,,27,Farmaceut,PZ,1250,168,140,1097.77,1
44197,,27,Farmaceut,PZ,1300,168,161,1260.48,1
44197,RD,27,Farmaceut,PZ,1250,168,0,0,1
44197,RD,27,Laborant,PZ,768,168,0,0,1
44197,,27,Laborant,PZ,971,168,144,981.54,1
44197,,27,Laborant,PZ,971,168,140,960.3,1
44197,,27,Laborant,PZ,971,168,140,1001.14,1
44197,,27,Sanitár,PZ,739,168,128,592.44,1
44197,MD,27,Zodpovedný farmaceut,PZ,1850,168,0,0,1
44197,,27,Zodpovedný farmaceut,PZ,1850,168,144,1598.7,1
44197,,29,Farmaceut,PZ,1300,168,152,1226.86,1
44197,RD,29,Farmaceut,PZ,1250,168,0,0,1
44197,,29,Farmaceut,PZ,1300,168,148,1644.66,1
44197,,29,Farmaceut,PZ,1280,168,144,1520.91,1
44197,,29,Farmaceut,PZ,1300,168,152,1864.43,1
44197,RD,29,Farmaceut,PZ,392,63,0,0,0.38
44197,,29,Farmaceut,PZ,1300,168,144,1289.77,1
44197,,29,Laborant,PZ,971,168,120,698.48,1
44197,,29,Laborant,PZ,971,168,152,771.19,1
44197,,29,Laborant,PZ,971,168,92,709.78,1
44197,,29,Laborant,PZ,971,168,72,653.06,1
44197,,29,Laborant,PZ,971,168,0,0,1
44197,RD,29,Laborant,PZ,928,168,0,0,1
44197,,29,Laborant,PZ,971,168,152,1129.55,1
44197,,29,Laborant,PZ,971,168,112,1218.44,1
44197,,29,Sanitár,PZ,739,168,128,669.9,1
44197,,29,Zodpovedný farmaceut,PZ,2020,168,120,2033.04,1
44197,RD,29,Zodpovedný farmaceut,PZ,2000,168,0,0,1
44197,,30,Farmaceut,PZ,1570,168,144,1333.95,1
44197,,30,Farmaceut,PZ,1300,168,163.5,1222.78,1
44197,RD,30,Farmaceut,PZ,1300,168,0,0,1
44197,,30,Laborant,PZ,971,168,139.5,940.4,1
44197,,30,Laborant,PZ,971,168,136,1012.93,1
44197,,30,Sanitár,PZ,555,126,84,502.9,0.75
44197,,30,Zodpovedný farmaceut,PZ,1900,168,128,1529.72,1
44197,,31,Dohoda,dohoda,0,0,0,173.2,0.25
44197,,31,Farmaceut,PZ,1260,168,140,1322.86,1
44197,,31,Farmaceut,PZ,1270,168,88,1092.78,1
44197,,31,Laborant,PZ,971,168,152,1081.51,1
44197,,31,Laborant,PZ,971,168,152,1081.58,1
44197,,31,Laborant,PZ,971,168,112,1141.89,1
44197,,31,Sanitár,PZ,739,168,152,663.29,1
44197,,31,Zodpovedný farmaceut,PZ,1820,168,152,1939.42,1
44197,,32,Farmaceut,PZ,1430,168,136,1479.23,1
44197,MD,32,Laborant,PZ,928,168,0,0,1
44197,,32,Laborant,PZ,971,168,144,812.28,1
44197,,32,Laborant,PZ,729,126,108.5,748.05,0.75
44197,,32,Sanitár,PZ,739,168,128,717.23,1
44197,,32,Zodpovedný farmaceut,PZ,1850,168,136,2146.32,1
44197,RD,33,Farmaceut,PZ,1250,168,0,0,1
44197,,33,Farmaceut,PZ,1300,168,152,1331.24,1
44197,,33,Farmaceut,PZ,1300,168,152,1276.83,1
44197,,33,Farmaceut,PZ,1300,168,80.5,987.91,1
44197,,33,Laborant,PZ,971,168,152,1173.48,1
44197,,33,Laborant,PZ,971,168,152,1173.58,1
44197,,33,Laborant,PZ,971,168,136,1229.21,1
44197,RD,33,Laborant,PZ,928,168,0,0,1
44197,,33,Sanitár,PZ,466,105,95,390.12,0.63
44197,,33,Sanitár,PZ,739,168,152,627.08,1
44197,,33,Zodpovedný farmaceut,PZ,1910,168,152,1791.77,1
44197,,34,Dohoda,dohoda,0,0,0,447.59,0.5
44197,,34,Farmaceut,PZ,1530,168,88,720.64,1
44197,,34,Farmaceut,PZ,1450,168,120,1488.44,1
44197,,34,Farmaceut,PZ,1303,168,152,1200.67,1
44197,,34,Farmaceut,PZ,1200,168,155.5,1347.97,1
44197,,34,Laborant,PZ,1047,168,144,1086.61,1
44197,,34,Laborant,PZ,1078,168,152,1065.98,1
44197,RD,34,Laborant,PZ,882,168,0,0,1
44197,RD,34,Laborant,PZ,768,168,0,0,1
44197,,34,Laborant,PZ,971,168,0,663.23,1
44197,RD,34,Laborant,PZ,928,168,0,0,1
44197,MD,34,Laborant,PZ,971,168,0,343.54,1
44197,,34,Sanitár,PZ,739,168,152,632.26,1
44197,,34,Zodpovedný farmaceut,PZ,1750,168,144,1897.58,1
44197,,35,Dohoda,dohoda,0,0,0,93.31,0.25
44197,,35,Farmaceut,PZ,1400,168,143,1231.36,1
44197,,35,Laborant,PZ,1021,168,136,824.93,1
44197,,35,Sanitár,PZ,739,168,152,542.36,1
44197,,35,Zodpovedný farmaceut,PZ,1852,168,144,1528.7,1
44197,,36,Farmaceut,PZ,1500,168,136,2427.84,1
44197,,36,Farmaceut,PZ,1400,168,152,1607.77,1
44197,,36,Farmaceut,PZ,1300,126,96,1643.45,0.75
44197,RD,36,Farmaceut,PZ,1400,168,0,0,1
44197,,36,Laborant,PZ,971,168,175,1421.47,1
44197,,36,Laborant,PZ,971,168,80.5,1454.81,1
44197,,36,Laborant,PZ,971,168,180.5,1325.45,1
44197,MD,36,Laborant,PZ,696,168,0,0,1
44197,RD,36,Laborant,PZ,915,168,0,0,1
44197,,36,Laborant,PZ,971,168,152,1277.46,1
44197,,36,Sanitár,PZ,739,168,148,634.62,1
44197,,36,Zodpovedný farmaceut,PZ,2000,168,168,2343.1,1
44197,,37,Dohoda,dohoda,0,0,0,96.05,0.25
44197,,37,Farmaceut,PZ,1120,168,116,1235.94,1
44197,,37,Farmaceut,PZ,1290,168,132,1449.96,1
44197,,37,Farmaceut,PZ,1340,168,144,1748.27,1
44197,RD,37,Laborant,PZ,875,168,0,0,1
44197,,37,Sanitár,PZ,739,168,152,623.7,1
44197,,37,Zodpovedný farmaceut,PZ,1900,168,136,1877.71,1
44197,,38,Farmaceut,PZ,1350,168,152,1456.03,1
44197,RD,38,Farmaceut,PZ,1230,168,0,0,1
44197,,38,Farmaceut,PZ,1250,168,152,1363.99,1
44197,MD,38,Farmaceut,PZ,1290,168,0,0,1
44197,RD,38,Farmaceut,PZ,1180,168,0,0,1
44197,,38,Farmaceut,PZ,1200,168,144,1284.71,1
44197,MD,38,Laborant,PZ,608,168,0,0,1
44197,,38,Laborant,PZ,971,168,140,1275.14,1
44197,,38,Laborant,PZ,971,168,145.75,1174.5,1
44197,,38,Laborant,PZ,971,168,152,1113.14,1
44197,,38,Sanitár,PZ,739,168,152,632.08,1
44197,,38,Zodpovedný farmaceut,PZ,1750,168,152,1817.72,1
44197,,39,Dohoda,dohoda,0,0,0,65.24,0.25
44197,,39,Farmaceut,PZ,1087,168,157.5,1134.3,1
44197,,39,Farmaceut,PZ,1087,168,152,1118.49,1
44197,,39,Farmaceut,PZ,1350,168,144,1222.49,1
44197,RD,39,Farmaceut,PZ,1355,168,0,0,1
44197,,39,Farmaceut,PZ,1250,168,69,1022.05,1
44197,,39,Laborant,PZ,971,168,152,922.81,1
44197,,39,Laborant,PZ,971,168,112,785.49,1
44197,,39,Laborant,PZ,1000,168,144,901.72,1
44197,,39,Laborant,PZ,971,168,144,911.51,1
44197,,39,THP,PZ,739,168,32,125.67,1
44197,,39,Zodpovedný farmaceut,PZ,1800,168,152,1579.85,1
44197,,40,Farmaceut,PZ,1150,126,102,1093.66,0.75
44197,MD,40,Laborant,PZ,768,168,0,0,1
44197,,40,Laborant,PZ,971,168,132,990.98,1
44197,,40,Sanitár,PZ,739,168,136,633.06,1
44197,,40,Zodpovedný farmaceut,PZ,1720,168,144,1851.74,1
44197,,41,Dohoda,dohoda,0,0,0,98.2,0.25
44197,,41,Farmaceut,PZ,1550,168,141.5,1339.51,1
44197,MD,41,Farmaceut,PZ,1500,168,0,0,1
44197,RD,41,Farmaceut,PZ,1450,168,0,0,1
44197,,41,Farmaceut,PZ,1150,126,102,1135.31,0.75
44197,,41,Farmaceut,PZ,1380,126,114,1335.12,0.75
44197,,41,Farmaceut,PZ,1150,126,88,1049.26,0.75
44197,,41,Farmaceut,PZ,1400,168,88,1096.88,1
44197,,41,Farmaceut,PZ,1430,168,136,2348.49,1
44197,,41,Laborant,PZ,971,168,152,803.93,1
44197,,41,Laborant,PZ,971,168,136,815.72,1
44197,,41,Laborant,PZ,971,168,140,782.96,1
44197,,41,Sanitár,PZ,739,168,64,432.37,1
44197,RD,41,Sanitár,PZ,668,168,0,0,1
44197,,41,Sanitár,PZ,739,168,112,3135.68,1
44197,,41,THP,PZ,739,168,136,647.81,1
44197,,41,Zodpovedný farmaceut,PZ,2350,168,136,2803.1,1
44197,,42,Farmaceut,PZ,1200,168,144,969.7,1
44197,,42,Farmaceut,PZ,1330,168,160.5,1309.3,1
44197,,42,Farmaceut,PZ,1340,168,161,1402.35,1
44197,,42,Laborant,PZ,985,168,88,1040.91,1
44197,,42,Laborant,PZ,1000,168,40,646.39,1
44197,,42,Laborant,PZ,1030,168,144,1066.98,1
44197,,42,Sanitár,PZ,739,168,152,610.73,1
44197,,42,Zodpovedný farmaceut,PZ,1730,168,161.5,1642.88,1
44197,RD,43,Farmaceut,PZ,1450,168,0,0,1
44197,,43,Farmaceut,PZ,1395,168,152,1366.61,1
44197,,43,Farmaceut,PZ,1350,168,152,1639.73,1
44197,,43,Farmaceut,PZ,1300,168,144,1250.79,1
44197,,43,Laborant,PZ,971,168,120,1178.31,1
44197,,43,Laborant,PZ,971,168,152,968.51,1
44197,,43,Laborant,PZ,971,168,152,1067.4,1
44197,,43,Laborant,PZ,971,168,152,1022.16,1
44197,,43,Sanitár,PZ,739,168,136,698.5,1
44197,,43,Zodpovedný farmaceut,PZ,1800,168,112,2092.22,1
44197,,45,Dohoda,dohoda,0,0,0,168.35,0.25
44197,,45,Farmaceut,PZ,1120,168,149.75,1030.41,1
44197,RD,45,Farmaceut,PZ,1230,168,0,0,1
44197,,45,Farmaceut,PZ,1120,168,70.25,694.1,1
44197,,45,Farmaceut,PZ,1250,168,128,1313.57,1
44197,RD,45,Laborant,PZ,870,168,0,0,1
44197,,45,Laborant,PZ,971,168,132,945.51,1
44197,,45,Laborant,PZ,971,168,145.5,1067.53,1
44197,,45,Zodpovedný farmaceut,PZ,1850,168,144,1695.32,1
44197,,46,Farmaceut,PZ,1300,168,128,1254.81,1
44197,RD,46,Farmaceut,PZ,1170,168,0,0,1
44197,,46,Farmaceut,PZ,1300,168,124,1232.19,1
44197,,46,Laborant,PZ,971,168,96,587.14,1
44197,,46,Laborant,PZ,971,168,144,827.8,1
44197,RD,46,Laborant,PZ,700,168,0,0,1
44197,,46,Sanitár,PZ,739,168,136,623.48,1
44197,RD,46,Zodpovedný farmaceut,PZ,1700,168,0,0,1
44197,,46,Zodpovedný farmaceut,PZ,1800,168,128,1749.92,1
44197,,47,Farmaceut,PZ,1350,168,0,0,1
44197,,47,Farmaceut,PZ,1600,168,176,1990.26,1
44197,,47,Farmaceut,PZ,1300,168,175,2218.87,1
44197,,47,Laborant,PZ,971,168,136,1232.83,1
44197,,47,Laborant,PZ,971,168,136,1042.41,1
44197,,47,Laborant,PZ,971,168,144,1114.22,1
44197,,47,Sanitár,PZ,739,168,136,636.3,1
44197,RD,47,Zodpovedný farmaceut,PZ,1726,168,0,0,1
44197,,48,Farmaceut,PZ,1300,168,84,1851.87,1
44197,,48,Laborant,PZ,971,168,161,1227.29,1
44197,MD,48,Laborant,PZ,928,168,0,0,1
44197,,48,Laborant,PZ,971,168,136,1013.9,1
44197,,48,Sanitár,PZ,739,168,136,642.12,1
44197,,48,Zodpovedný farmaceut,PZ,1710,168,152,1932.5,1
44197,,49,Farmaceut,PZ,1380,168,146.5,1428.28,1
44197,,49,Laborant,PZ,971,168,64,674.52,1
44197,,49,Laborant,PZ,971,168,149.5,1127.36,1
44197,,49,Laborant,PZ,971,168,136,998.64,1
44197,,49,Sanitár,PZ,739,168,152,680.52,1
44197,,49,Zodpovedný farmaceut,PZ,1800,168,105,1962.99,1
44197,,50,Laborant,PZ,971,168,141,1062.34,1
44197,,50,Sanitár,PZ,555,126,108,489.89,0.75
44197,,50,Zodpovedný farmaceut,PZ,1750,168,145,2163.36,1
44197,,51,Dohoda,dohoda,0,0,0,194.4,0.25
44197,,51,Farmaceut,PZ,1087,168,120,616.76,1
44197,,51,Farmaceut,PZ,1350,168,132,1310.64,1
44197,,51,Farmaceut,PZ,1200,168,152,979.7,1
44197,MD,51,Farmaceut,PZ,1300,168,0,0,1
44197,,51,Sanitár,PZ,739,168,136,607.57,1
44197,RD,51,Zodpovedný farmaceut,PZ,1450,168,0,0,1
44197,,51,Zodpovedný farmaceut,PZ,200,21,14,135.94,0.13
44197,,52,Dohoda,dohoda,0,0,0,105.64,0.5
44197,,52,Farmaceut,PZ,1250,168,82.5,716.96,1
44197,,52,Farmaceut,PZ,1250,168,172.5,1579.93,1
44197,RD,52,Farmaceut,PZ,1200,168,0,0,1
44197,,52,Laborant,PZ,971,168,23,463.51,1
44197,RD,52,Laborant,PZ,832,168,0,0,1
44197,,52,Laborant,PZ,971,168,138,898.58,1
44197,,52,Laborant,PZ,971,168,152,1188.15,1
44197,,52,Sanitár,PZ,739,168,112,501.83,1
44197,,52,Zodpovedný farmaceut,PZ,1800,168,169,1843.37,1
44197,,54,Dohoda,dohoda,0,0,0,0,0.25
44197,,54,Dohoda,dohoda,0,0,0,169.41,0.25
44197,,54,Dohoda,dohoda,0,0,0,0,0.25
44197,,54,Farmaceut,PZ,1300,168,120,1522.33,1
44197,RD,54,Farmaceut,PZ,1300,168,0,0,1
44197,,54,Farmaceut,PZ,650,84,76,803.49,0.5
44197,,54,Farmaceut,PZ,1300,168,152,1472.09,1
44197,,54,Farmaceut,PZ,1500,168,96,1035.78,1
44197,,54,Laborant,PZ,990,168,152,1101.47,1
44197,,54,Laborant,PZ,990,168,104,908.36,1
44197,,54,Laborant,PZ,990,168,152,985.18,1
44197,,54,Laborant,PZ,990,168,112,986.71,1
44197,,54,Sanitár,PZ,739,168,72,281.38,1
44197,,54,Zodpovedný farmaceut,PZ,1800,168,163.5,2063.8,1
44197,RD,54,Zodpovedný farmaceut,PZ,1700,168,0,0,1
44197,,55,Dohoda,dohoda,0,0,0,36.16,0.25
44197,,55,Farmaceut,PZ,1300,168,152,1422.7,1
44197,MD,55,Farmaceut,PZ,1500,168,0,0,1
44197,,55,Farmaceut,PZ,1500,168,152,1610.34,1
44197,,55,Farmaceut,PZ,165,21,19,290.98,0.13
44197,,55,Farmaceut,PZ,1660,168,140,1554.12,1
44197,,55,Laborant,PZ,971,168,136,1195.39,1
44197,,55,Laborant,PZ,971,168,152,1155.72,1
44197,,55,Sanitár,PZ,739,168,0,0,1
44197,,55,Zodpovedný farmaceut,PZ,1800,168,144,1877.86,1
44197,,56,Farmaceut,PZ,1300,168,152,1295.29,1
44197,RD,56,Farmaceut,PZ,1280,168,0,0,1
44197,,56,Farmaceut,PZ,1400,168,157.5,1496.04,1
44197,,56,Farmaceut,PZ,1300,168,152,1374.97,1
44197,,56,Laborant,PZ,971,168,152,1036.18,1
44197,MD,56,Laborant,PZ,768,168,0,0,1
44197,RD,56,Laborant,PZ,870,168,0,0,1
44197,,56,Sanitár,PZ,739,168,166,720.21,1
44197,,56,Zodpovedný farmaceut,PZ,1820,168,112,2304.96,1
44197,,57,Sanitár,PZ,739,168,144,633.04,1
44197,,57,Zodpovedný farmaceut,PZ,1650,168,128,1775.76,1
44197,RD,57,Zodpovedný farmaceut,PZ,250,21,0,0,0.13
44197,,58,Laborant,PZ,971,168,152,893.24,1
44197,,58,Sanitár,PZ,739,168,144,623.46,1
44197,,58,Zodpovedný farmaceut,PZ,1450,168,144,1501.09,1
44197,MD,58,Zodpovedný farmaceut,PZ,1600,168,0,0,1
44197,MD,59,Farmaceut,PZ,1350,168,0,0,1
44197,,59,Farmaceut,PZ,1350,168,152,1321.8,1
44197,MD,59,Laborant,PZ,971,168,0,0,1
44197,,59,Laborant,PZ,971,168,152,910.63,1
44197,,59,Laborant,PZ,971,168,152,890.56,1
44197,,59,Sanitár,PZ,739,168,152,558.77,1
44197,,59,Zodpovedný farmaceut,PZ,1750,168,32,328.63,1
44197,,61,Farmaceut,PZ,1300,168,152,1309.26,1
44197,RD,61,Farmaceut,PZ,1250,168,0,0,1
44197,,61,Farmaceut,PZ,1400,168,100,1194.99,1
44197,,61,Farmaceut,PZ,1400,168,148,1480.72,1
44197,,61,Laborant,PZ,971,168,120,621.06,1
44197,,61,Laborant,PZ,971,168,152,1092.08,1
44197,,61,Laborant,PZ,971,168,141.5,1091.48,1
44197,RD,61,Laborant,PZ,928,168,0,0,1
44197,,61,Sanitár,PZ,739,168,0,0,1
44197,,61,Sanitár,PZ,739,168,144,646.81,1
44197,,61,Zodpovedný farmaceut,PZ,1980,168,168.5,1987.34,1
44197,,62,Dohoda,dohoda,0,0,0,27.12,0.5
44197,RD,62,Farmaceut,PZ,1200,168,0,0,1
44197,,62,Farmaceut,PZ,1300,168,172.5,1755.15,1
44197,RD,62,Farmaceut,PZ,1100,168,0,0,1
44197,RD,62,Laborant,PZ,832,168,0,0,1
44197,,62,Laborant,PZ,971,168,126.5,1014.16,1
44197,,62,Laborant,PZ,1027,168,168,1299.27,1
44197,RD,62,Sanitár,PZ,624,168,0,0,1
44197,,62,Sanitár,PZ,185,42,36,179.28,0.25
44197,,62,Zodpovedný farmaceut,PZ,1850,168,172,2326.25,1
44197,,63,Farmaceut,PZ,1325,168,161,1513.81,1
44197,,63,Laborant,PZ,971,168,120,688.2,1
44197,,63,Laborant,PZ,971,168,103.5,1082.17,1
44197,,63,Sanitár,PZ,739,168,152,616.16,1
44197,,63,Zodpovedný farmaceut,PZ,1680,168,157,1693.22,1
44197,,64,Dohoda,dohoda,0,0,0,576.1,0.5
44197,,64,Dohoda,dohoda,0,0,0,805.44,0.25
44197,,64,Farmaceut,PZ,1300,168,96,1852.98,1
44197,,64,Farmaceut,PZ,1200,168,144,1585.85,1
44197,,64,Laborant,PZ,971,168,144,1043.41,1
44197,,64,Laborant,PZ,971,168,136,997.63,1
44197,,64,Laborant,PZ,971,168,32,288.05,1
44197,RD,64,Laborant,PZ,768,168,0,0,1
44197,,64,Laborant,PZ,971,168,0,0,1
44197,,64,Sanitár,PZ,739,168,144,643.35,1
44197,,64,Zodpovedný farmaceut,PZ,200,21,19,173.84,0.13
44197,MD,64,Zodpovedný farmaceut,PZ,1850,168,0,0,1
44197,,65,Dohoda,dohoda,0,0,0,0,0.25
44197,,65,Dohoda,dohoda,0,0,0,0,0.25
44197,,65,Farmaceut,PZ,1300,168,125.5,1116.25,1
44197,,65,Sanitár,PZ,185,42,36,146.84,0.25
44197,,65,Zodpovedný farmaceut,PZ,1820,168,161.5,2179.83,1
44197,,66,Dohoda,dohoda,0,0,0,146.04,0.25
44197,,66,Dohoda,dohoda,0,0,0,0,0.25
44197,,66,Farmaceut,PZ,1550,168,172.5,1658.65,1
44197,,66,Laborant,PZ,971,168,148,1437.35,1
44197,RD,66,Laborant,PZ,850,168,0,0,1
44197,,66,Laborant,PZ,971,168,152,1016.54,1
44197,,66,Laborant,PZ,971,168,144,1085.61,1
44197,,66,Laborant,PZ,243,42,34,204.93,0.25
44197,RD,66,Laborant,PZ,832,168,0,0,1
44197,,66,Sanitár,PZ,370,84,32,186.64,0.5
44197,,66,Zodpovedný farmaceut,PZ,1700,168,88,2031.57,1
44197,,67,Farmaceut,PZ,1220,168,0,272.42,1
44197,,67,Farmaceut,PZ,1100,168,164.5,1300.43,1
